Player,player_id,team,date,home,opponent,win,team_pts,opp_pts,minutes,fgmade,fgatt,made3,att3,made1,att1,offrb,defrb,totrb,assist,steal,block,turnover,fouls,points,efficiency,,
Kara Lawson,56,WAS,702,1,IND,0,77,80,19,0,4,0,2,0,0,1,2,3,2,0,0,2,1,0,-1,,
Kara Lawson,56,WAS,705,0,ATL,0,73,86,28,3,8,2,4,2,2,0,5,5,4,1,0,2,2,10,13,,
Kara Lawson,56,WAS,709,0,CHI,1,72,65,18,2,9,1,4,0,0,0,1,1,2,0,0,0,0,5,1,,
Kara Lawson,56,WAS,712,0,TUL,1,91,74,18,5,9,2,2,2,2,0,0,0,2,0,0,0,1,14,12,,
Kara Lawson,56,WAS,723,1,CON,1,89,75,20,1,4,1,4,0,0,1,2,3,2,1,0,1,0,3,5,,
Kara Lawson,56,WAS,725,1,TUL,1,82,77,19,4,8,1,3,0,0,2,3,5,2,0,0,4,3,9,8,,
Kara Lawson,56,WAS,727,1,ATL,1,77,67,29,6,8,2,3,0,0,0,4,4,3,0,0,2,0,14,17,,
Kara Lawson,56,WAS,729,0,NYL,0,76,80,15,3,7,2,4,1,1,1,0,1,3,0,0,2,3,9,7,,
Kara Lawson,56,WAS,803,0,CHI,0,65,76,24,2,4,0,1,0,0,1,5,6,3,0,0,0,1,4,11,,
Kara Lawson,56,WAS,805,1,NYL,1,79,46,19,1,4,0,0,0,0,0,1,1,4,0,0,2,0,2,2,,
Kara Lawson,56,WAS,808,0,IND,1,74,61,19,2,6,0,2,0,0,1,4,5,0,0,0,1,1,4,4,,
Kara Lawson,56,WAS,810,0,CON,0,81,89,20,3,6,2,3,2,2,0,2,2,0,1,0,4,1,10,6,,
Karima Christmas,57,IND,516,0,CHI,0,71,74,18,1,4,0,0,0,0,2,2,4,2,0,0,0,2,2,5,,
Karima Christmas,57,IND,517,1,ATL,0,88,90,25,4,9,0,0,0,0,2,1,3,1,1,0,2,2,8,6,,
Karima Christmas,57,IND,523,1,WAS,0,63,79,24,0,4,0,2,2,2,1,4,5,1,1,0,0,4,2,5,,
Karima Christmas,57,IND,525,0,ATL,1,82,77,26,2,5,1,1,2,3,2,1,3,1,0,0,3,2,7,4,,
Karima Christmas,57,IND,529,1,CON,1,79,65,24,2,7,0,3,5,5,1,5,6,0,3,0,1,3,9,12,,
Karima Christmas,57,IND,531,1,NYL,1,70,66,18,0,3,0,2,3,4,2,2,4,1,1,1,0,2,3,6,,
Karima Christmas,57,IND,606,0,WAS,1,64,61,22,1,5,1,3,0,0,2,3,5,2,1,0,0,1,3,7,,
Karima Christmas,57,IND,607,0,CON,0,71,88,19,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,,
Karima Christmas,57,IND,611,1,SEA,1,76,68,11,0,2,0,0,3,4,1,1,2,0,0,0,0,2,3,2,,
Karima Christmas,57,IND,617,0,CON,0,67,89,21,0,3,0,1,3,4,2,1,3,0,1,0,2,4,3,1,,
Karima Christmas,57,IND,620,0,CHI,1,83,75,20,3,5,0,1,8,11,0,3,3,0,1,1,0,1,14,14,,
Karima Christmas,57,IND,622,0,MIN,0,77,83,35,5,11,3,4,5,6,3,5,8,3,5,2,0,3,18,29,,
Karima Christmas,57,IND,625,1,TUL,0,102,107,33,5,16,2,3,5,8,2,3,5,1,2,1,1,5,17,11,,
Karima Christmas,57,IND,627,1,PHO,0,76,81,21,2,8,2,2,5,6,2,3,5,0,0,0,0,4,11,9,,
Karima Christmas,57,IND,629,1,ATL,0,68,76,21,2,8,1,4,4,6,0,1,1,0,1,0,0,3,9,3,,
Karima Christmas,57,IND,701,0,ATL,1,77,70,28,4,10,1,2,9,11,1,8,9,1,2,1,0,1,18,23,,
Karima Christmas,57,IND,702,0,WAS,1,80,77,26,3,6,0,2,0,0,0,2,2,1,1,0,2,2,6,5,,
Karima Christmas,57,IND,705,1,SAN,0,70,71,20,3,10,3,6,0,0,3,1,4,0,1,0,2,0,9,5,,
Karima Christmas,57,IND,708,0,TUL,1,78,76,15,1,4,0,1,0,0,0,0,0,0,1,0,0,2,2,0,,
Karima Christmas,57,IND,710,1,CON,1,72,68,23,1,5,0,1,0,0,1,3,4,1,0,1,3,3,2,1,,
Karima Christmas,57,IND,712,1,ATL,0,74,93,15,1,4,0,1,1,2,0,2,2,1,0,0,0,1,3,2,,
Karima Christmas,57,IND,715,1,LAS,0,78,86,10,1,2,0,0,0,0,0,1,1,0,1,0,0,2,2,3,,
Karima Christmas,57,IND,717,1,CHI,1,82,64,17,3,5,1,2,2,2,1,1,2,1,1,0,1,1,9,10,,
Karima Christmas,57,IND,722,0,CHI,0,57,60,23,3,6,3,4,0,0,2,3,5,2,1,0,0,0,9,14,,
Karima Christmas,57,IND,726,0,SAN,1,75,68,21,4,5,1,1,0,0,1,1,2,2,0,1,0,2,9,13,,
Karima Christmas,57,IND,728,0,LAS,0,73,77,23,4,6,2,3,1,2,2,0,2,0,1,0,0,4,11,11,,
Karima Christmas,57,IND,731,0,SEA,1,76,67,19,0,2,0,2,1,2,1,3,4,0,0,0,0,3,1,2,,
Karima Christmas,57,IND,802,0,PHO,0,69,79,20,0,8,0,4,0,0,4,3,7,1,0,0,0,0,0,0,,
Karima Christmas,57,IND,805,1,MIN,0,64,66,23,5,8,2,4,3,4,0,0,0,2,3,0,2,3,15,14,,
Karima Christmas,57,IND,808,1,WAS,0,61,74,17,0,2,0,1,1,2,3,0,3,1,0,0,1,1,1,1,,
Karima Christmas,57,IND,810,0,NYL,1,90,76,23,2,5,1,1,3,4,3,3,6,1,1,0,1,2,8,11,,
Karima Christmas,57,IND,814,1,NYL,1,76,63,24,4,8,2,4,4,4,2,3,5,1,0,0,1,2,14,15,,
Karima Christmas,57,IND,816,1,CHI,1,71,67,24,2,8,1,2,1,2,1,3,4,0,0,1,1,1,6,3,,
Karima Christmas,57,IND,817,0,NYL,0,61,73,27,1,7,0,3,0,0,0,1,1,1,0,0,1,2,2,-3,,
Renee Montgomery,58,CON,516,1,NYL,0,54,75,17,2,6,1,5,0,0,0,1,1,5,1,0,0,2,5,8,,
Renee Montgomery,58,CON,518,0,MIN,0,87,90,5,1,2,1,2,0,0,0,0,0,1,1,0,0,0,3,4,,
Renee Montgomery,58,CON,521,0,CHI,0,68,78,15,1,5,0,2,0,0,0,2,2,3,0,0,0,1,2,3,,
Renee Montgomery,58,CON,529,0,IND,0,65,79,7,1,3,1,3,1,2,1,0,1,1,1,0,0,0,4,4,,
Renee Montgomery,58,CON,530,0,CHI,0,82,101,8,4,5,1,2,2,4,0,0,0,0,2,0,0,0,11,10,,
Renee Montgomery,58,CON,601,1,ATL,1,85,76,19,5,10,2,5,6,7,0,0,0,1,3,0,2,0,18,14,,
Renee Montgomery,58,CON,605,1,WAS,0,66,74,22,3,7,0,3,3,3,1,1,2,3,1,0,2,2,9,9,,
Renee Montgomery,58,CON,607,1,IND,1,88,71,10,2,4,1,2,0,0,0,0,0,0,1,0,2,2,5,2,,
Renee Montgomery,58,CON,612,1,PHO,1,96,95,9,2,5,1,2,0,0,0,0,0,2,0,0,1,1,5,3,,
Renee Montgomery,58,CON,613,0,NYL,1,83,75,13,2,3,2,2,0,0,0,2,2,1,0,0,2,1,6,6,,
Renee Montgomery,58,CON,615,1,NYL,1,76,72,14,2,5,1,2,0,0,0,1,1,1,0,0,2,1,5,2,,
Renee Montgomery,58,CON,617,1,IND,1,89,67,20,3,4,2,2,1,1,0,0,0,1,1,2,2,0,9,10,,
Renee Montgomery,58,CON,625,1,CHI,1,79,69,15,2,7,0,3,0,0,1,0,1,2,0,0,1,0,4,1,,
Renee Montgomery,58,CON,627,0,WAS,0,63,69,15,0,5,0,2,0,0,0,0,0,2,1,0,1,1,0,-3,,
Renee Montgomery,58,CON,629,0,NYL,0,65,67,11,1,5,0,1,0,0,0,0,0,2,0,0,1,0,2,-1,,
Renee Montgomery,58,CON,701,1,SAN,0,71,74,13,2,9,1,4,0,0,0,0,0,0,0,0,2,0,5,-4,,
Renee Montgomery,58,CON,703,1,TUL,0,83,96,12,4,8,1,3,0,0,0,0,0,1,0,0,0,1,9,6,,
Renee Montgomery,58,CON,705,0,TUL,1,78,76,25,6,12,2,5,1,1,0,2,2,4,0,0,1,3,15,14,,
Renee Montgomery,58,CON,708,0,ATL,0,71,83,22,2,6,1,5,2,2,0,0,0,3,1,0,4,2,7,3,,
Renee Montgomery,58,CON,710,0,IND,0,68,72,22,5,9,1,3,0,0,0,0,0,2,0,0,0,0,11,9,,
Renee Montgomery,58,CON,713,1,LAS,0,64,90,20,1,10,1,7,0,0,0,0,0,2,0,0,1,1,3,-5,,
Renee Montgomery,58,CON,715,0,SEA,1,86,63,16,3,8,1,3,0,0,0,2,2,6,1,0,0,1,7,11,,
Renee Montgomery,58,CON,717,0,PHO,0,85,101,20,2,7,2,4,0,0,0,0,0,1,0,0,0,3,6,2,,
Renee Montgomery,58,CON,723,0,WAS,0,75,89,14,1,3,1,2,1,2,0,3,3,2,0,0,2,1,4,4,,
Renee Montgomery,58,CON,727,1,MIN,0,65,76,28,2,9,2,6,2,4,0,1,1,7,2,0,1,2,8,8,,
Renee Montgomery,58,CON,729,0,ATL,0,80,89,19,3,9,2,6,1,1,0,1,1,6,1,0,3,2,9,8,,
Renee Montgomery,58,CON,801,0,SAN,1,89,79,14,4,5,2,3,1,1,0,2,2,3,0,0,4,2,11,11,,
Renee Montgomery,58,CON,803,0,LAS,0,69,70,18,2,6,1,2,1,2,0,0,0,2,0,0,3,1,6,0,,
Renee Montgomery,58,CON,805,1,CHI,0,66,82,13,1,5,0,2,3,4,0,0,0,1,1,0,1,3,5,1,,
Renee Montgomery,58,CON,808,0,NYL,0,66,71,12,1,4,0,0,0,0,1,0,1,2,0,0,1,2,2,1,,
Renee Montgomery,58,CON,810,1,WAS,1,89,81,23,3,9,2,4,6,6,1,0,1,2,1,0,1,4,14,11,,
Renee Montgomery,58,CON,815,1,WAS,0,67,71,22,2,8,0,5,0,0,0,0,0,3,0,0,2,0,4,-1,,
Renee Montgomery,58,CON,817,1,ATL,1,84,55,24,3,6,2,4,0,0,0,2,2,6,1,0,2,1,8,12,,
Tamera Young,59,CHI,516,1,IND,1,74,71,34,2,8,0,0,1,2,1,3,4,1,0,0,0,2,5,3,,
Tamera Young,59,CHI,517,0,NYL,1,79,65,16,1,5,0,0,0,2,3,2,5,1,0,0,0,2,2,2,,
Tamera Young,59,CHI,521,1,CON,1,78,68,30,3,4,0,0,2,2,0,2,2,3,0,0,2,2,8,10,,
Tamera Young,59,CHI,524,1,ATL,1,87,73,23,1,5,0,0,1,1,1,3,4,2,2,0,1,1,3,6,,
Tamera Young,59,CHI,526,1,MIN,0,72,75,32,0,4,0,0,0,0,1,4,5,0,3,0,0,3,0,4,,
Tamera Young,59,CHI,530,1,CON,1,101,82,23,4,7,0,0,1,2,1,6,7,1,0,0,0,2,9,13,,
Tamera Young,59,CHI,606,1,LAS,0,88,102,31,7,8,0,0,1,2,1,2,3,1,0,0,0,3,15,17,,
Tamera Young,59,CHI,607,0,ATL,0,59,97,22,0,6,0,0,2,4,4,2,6,1,0,0,0,2,2,1,,
Tamera Young,59,CHI,610,1,SEA,0,76,80,33,5,11,0,0,0,2,1,6,7,0,0,0,2,2,10,7,,
Tamera Young,59,CHI,613,0,WAS,0,68,79,29,3,9,0,0,1,2,2,4,6,0,0,0,2,4,7,4,,
Tamera Young,59,CHI,618,1,NYL,1,105,100,36,4,7,0,0,3,4,0,12,12,1,0,1,1,5,11,20,,
Tamera Young,59,CHI,620,1,IND,0,75,83,31,2,5,0,0,3,5,2,7,9,2,1,0,0,3,7,14,,
Tamera Young,59,CHI,622,1,TUL,0,99,105,20,1,2,0,0,2,4,1,8,9,1,1,0,0,3,4,12,,
Tamera Young,59,CHI,625,0,CON,0,69,79,23,1,7,0,0,0,0,2,2,4,1,2,0,0,2,2,3,,
Tamera Young,59,CHI,627,0,NYL,1,73,69,38,6,10,0,0,1,1,0,5,5,3,0,0,1,3,13,16,,
Tamera Young,59,CHI,701,0,LAS,1,90,83,32,6,13,0,0,2,4,2,7,9,2,2,0,2,2,14,16,,
Tamera Young,59,CHI,702,0,PHO,0,69,87,31,4,8,0,0,0,0,1,5,6,1,2,1,0,1,8,14,,
Tamera Young,59,CHI,705,0,SEA,0,73,80,24,0,5,0,0,0,0,2,2,4,1,0,0,0,4,0,0,,
Tamera Young,59,CHI,709,1,WAS,0,65,72,37,3,12,0,0,1,1,2,10,12,2,0,1,0,2,7,13,,
Tamera Young,59,CHI,711,1,PHO,0,66,72,31,6,10,0,0,0,0,1,4,5,2,1,1,0,4,12,17,,
Tamera Young,59,CHI,713,0,ATL,0,79,81,40,6,12,0,0,2,4,1,6,7,2,3,0,1,4,14,17,,
Tamera Young,59,CHI,717,0,IND,0,64,82,20,0,1,0,0,0,0,1,0,1,0,0,0,2,1,0,-2,,
Tamera Young,59,CHI,722,1,IND,1,60,57,22,1,4,0,0,0,0,1,2,3,1,1,0,0,4,2,4,,
Tamera Young,59,CHI,725,0,ATL,1,79,75,35,5,7,0,0,0,0,0,0,0,3,1,0,5,2,10,7,,
Tamera Young,59,CHI,727,0,TUL,0,69,79,18,2,3,0,0,1,2,2,0,2,2,0,0,0,2,5,7,,
Tamera Young,59,CHI,729,0,SAN,0,74,92,26,3,6,0,0,0,0,2,2,4,0,0,0,2,0,6,5,,
Tamera Young,59,CHI,731,1,NYL,1,87,74,33,5,11,0,0,2,4,2,6,8,2,2,1,0,3,12,17,,
Tamera Young,59,CHI,803,1,WAS,1,76,65,27,4,7,0,0,1,2,0,2,2,1,1,0,0,1,9,9,,
Tamera Young,59,CHI,805,0,CON,1,82,66,14,2,4,0,0,0,0,0,3,3,0,0,0,1,4,4,4,,
Tamera Young,59,CHI,807,0,MIN,0,64,74,33,2,5,0,0,0,0,0,6,6,0,0,0,1,4,4,6,,
Tamera Young,59,CHI,810,1,ATL,1,80,69,14,1,4,0,0,0,0,0,2,2,1,0,0,1,1,2,1,,
Tamera Young,59,CHI,813,0,WAS,1,72,69,32,2,6,0,0,0,0,0,5,5,2,0,0,0,4,4,7,,
Tamera Young,59,CHI,816,0,IND,0,67,71,30,4,6,0,0,1,2,0,3,3,1,0,0,1,4,9,9,,
Tamera Young,59,CHI,817,1,SAN,0,72,84,17,3,4,0,0,2,2,0,3,3,1,1,0,2,2,8,10,,
Plenette Pierson,60,NYL,516,0,CON,1,75,54,9,1,2,0,0,0,0,0,0,0,1,1,0,0,0,2,3,,
Plenette Pierson,60,NYL,517,1,CHI,0,65,79,12,1,3,0,0,3,3,2,1,3,2,0,0,2,1,5,6,,
Plenette Pierson,60,NYL,524,0,MIN,0,82,87,15,1,4,0,0,0,0,2,4,6,1,0,1,0,1,2,7,,
Plenette Pierson,60,NYL,527,1,SEA,1,70,64,22,4,8,0,1,3,4,1,2,3,1,2,1,1,3,11,12,,
Plenette Pierson,60,NYL,530,0,WAS,0,60,68,22,1,3,0,0,4,4,0,5,5,1,0,0,2,3,6,8,,
Plenette Pierson,60,NYL,531,0,IND,0,66,70,14,2,6,0,0,1,1,1,3,4,0,0,0,2,6,5,3,,
Plenette Pierson,60,NYL,605,1,SAN,0,75,87,17,4,6,0,0,1,2,1,3,4,4,0,0,1,1,9,13,,
Plenette Pierson,60,NYL,608,1,WAS,1,81,64,18,2,7,0,0,3,3,2,2,4,1,1,0,0,0,7,8,,
Plenette Pierson,60,NYL,610,0,TUL,0,57,72,15,2,6,0,0,0,0,2,3,5,0,1,0,5,2,4,1,,
Plenette Pierson,60,NYL,613,1,CON,0,75,83,10,1,5,0,0,0,0,1,1,2,0,1,0,0,2,2,1,,
Plenette Pierson,60,NYL,618,0,CHI,0,100,105,15,1,4,0,0,2,2,0,2,2,2,0,0,1,1,4,4,,
Plenette Pierson,60,NYL,620,0,ATL,0,64,85,10,2,4,0,0,5,6,1,2,3,0,1,0,1,2,9,9,,
Plenette Pierson,60,NYL,622,1,ATL,1,85,78,18,3,6,0,0,5,6,1,5,6,0,1,0,0,3,11,14,,
Plenette Pierson,60,NYL,627,1,CHI,0,69,73,17,3,6,0,0,0,2,1,2,3,2,1,0,2,6,6,5,,
Plenette Pierson,60,NYL,629,1,CON,1,67,65,21,5,6,0,0,2,2,0,1,1,1,0,0,4,3,12,9,,
Plenette Pierson,60,NYL,701,1,TUL,1,90,74,21,1,4,0,0,3,3,1,2,3,1,1,0,1,1,5,6,,
Plenette Pierson,60,NYL,706,1,MIN,1,87,80,21,3,4,0,0,4,4,0,3,3,3,0,0,0,3,10,15,,
Plenette Pierson,60,NYL,709,0,SAN,0,66,80,11,2,4,0,0,0,0,1,2,3,1,0,0,3,2,4,3,,
Plenette Pierson,60,NYL,711,1,LAS,0,54,68,18,3,3,0,0,2,2,0,2,2,1,0,0,1,1,8,10,,
Plenette Pierson,60,NYL,716,1,ATL,1,77,75,18,6,8,0,0,2,2,1,3,4,1,0,0,2,2,14,15,,
Plenette Pierson,60,NYL,723,0,LAS,1,66,64,20,3,6,0,0,2,4,1,3,4,0,0,0,2,5,8,5,,
Plenette Pierson,60,NYL,724,0,SEA,1,84,80,27,3,8,0,0,4,4,1,4,5,2,0,0,1,1,10,11,,
Plenette Pierson,60,NYL,726,0,PHO,0,63,78,17,1,4,0,0,1,1,0,3,3,0,0,0,0,2,3,3,,
Plenette Pierson,60,NYL,729,1,WAS,1,80,76,24,3,8,0,0,3,4,1,0,1,1,0,0,0,4,9,5,,
Plenette Pierson,60,NYL,731,0,CHI,0,74,87,19,5,12,0,1,0,1,1,2,3,1,0,0,0,2,10,6,,
Plenette Pierson,60,NYL,803,0,ATL,1,83,76,19,1,3,0,0,3,3,1,1,2,1,0,0,1,0,5,5,,
Plenette Pierson,60,NYL,805,0,WAS,0,46,79,13,2,4,0,0,2,2,0,2,2,1,0,0,1,1,6,6,,
Plenette Pierson,60,NYL,808,1,CON,1,71,66,15,0,2,0,0,6,6,1,2,3,0,0,0,2,2,6,5,,
Plenette Pierson,60,NYL,810,1,IND,0,76,90,17,0,4,0,1,0,0,0,2,2,1,0,0,1,4,0,-2,,
Plenette Pierson,60,NYL,812,1,PHO,0,64,76,18,1,4,0,0,1,2,3,1,4,2,0,0,0,1,3,5,,
Plenette Pierson,60,NYL,814,0,IND,0,63,76,18,3,8,0,0,2,2,2,1,3,2,1,2,4,4,8,7,,
Plenette Pierson,60,NYL,816,0,WAS,1,73,61,23,7,8,0,0,6,6,1,3,4,2,2,0,2,3,20,25,,
Plenette Pierson,60,NYL,817,1,IND,1,73,61,19,3,6,0,0,9,11,0,1,1,2,1,0,4,1,15,10,,
Temeka Johnson,61,SEA,516,1,LAS,0,69,80,21,2,4,1,1,2,2,0,0,0,6,1,0,1,3,7,11,,
Temeka Johnson,61,SEA,517,0,PHO,0,64,81,15,0,4,0,1,0,0,0,0,0,3,1,0,1,0,0,-1,,
Temeka Johnson,61,SEA,523,0,CON,0,59,71,18,1,4,0,2,2,2,0,1,1,4,1,0,4,1,4,3,,
Temeka Johnson,61,SEA,524,0,WAS,1,73,65,12,1,2,0,0,0,0,0,3,3,1,2,0,1,0,2,6,,
Temeka Johnson,61,SEA,527,0,NYL,0,64,70,18,0,3,0,0,0,0,1,1,2,2,1,0,2,4,0,0,,
Temeka Johnson,61,SEA,530,0,ATL,0,69,80,24,5,11,3,5,0,0,0,0,0,4,1,0,4,2,13,8,,
Temeka Johnson,61,SEA,601,1,TUL,1,62,60,12,1,4,0,2,0,0,1,0,1,2,0,0,0,1,2,2,,
Temeka Johnson,61,SEA,603,0,PHO,0,72,87,16,2,5,0,0,2,2,0,2,2,2,0,0,1,3,6,6,,
Temeka Johnson,61,SEA,606,1,MIN,1,65,62,22,2,9,1,2,4,4,0,2,2,1,1,0,1,2,9,5,,
Temeka Johnson,61,SEA,610,0,CHI,1,80,76,20,2,9,0,2,0,0,0,2,2,3,0,0,2,0,4,0,,
Temeka Johnson,61,SEA,611,0,IND,0,68,76,17,2,5,0,1,1,2,0,0,0,3,1,0,2,1,5,3,,
Temeka Johnson,61,SEA,613,0,SAN,1,79,72,23,6,9,0,1,1,1,0,3,3,7,0,0,0,2,13,20,,
Temeka Johnson,61,SEA,615,0,TUL,0,79,85,20,2,7,2,3,3,4,0,2,2,6,0,0,1,3,9,10,,
Temeka Johnson,61,SEA,619,1,SAN,0,82,87,19,1,5,1,1,2,2,0,1,1,2,0,0,2,2,5,2,,
Temeka Johnson,61,SEA,622,1,WAS,1,89,86,23,2,6,0,2,1,1,0,1,1,1,2,0,3,2,5,2,,
Temeka Johnson,61,SEA,624,0,LAS,0,57,65,30,4,10,0,2,3,3,0,3,3,5,1,0,3,2,11,11,,
Temeka Johnson,61,SEA,627,1,MIN,1,81,71,9,1,1,0,0,0,0,0,1,1,1,0,0,3,1,2,1,,
Temeka Johnson,61,SEA,629,0,MIN,0,69,74,12,0,3,0,1,0,0,0,3,3,4,2,1,4,0,0,3,,
Temeka Johnson,61,SEA,703,1,LAS,0,56,70,20,2,4,1,1,5,5,1,3,4,1,3,0,4,0,10,12,,
Temeka Johnson,61,SEA,705,1,CHI,1,80,73,6,1,4,0,1,0,0,0,0,0,1,0,0,0,0,2,0,,
Temeka Johnson,61,SEA,709,0,PHO,0,58,78,22,3,9,0,1,1,2,1,4,5,4,1,0,3,1,7,7,,
Temeka Johnson,61,SEA,711,0,SAN,1,88,67,14,3,5,1,2,0,0,0,1,1,8,0,0,0,1,7,14,,
Temeka Johnson,61,SEA,713,0,MIN,0,60,77,20,5,10,0,1,2,2,0,2,2,4,1,0,1,2,12,13,,
Temeka Johnson,61,SEA,715,1,CON,0,63,86,20,3,10,1,1,0,0,0,1,1,4,0,0,0,1,7,5,,
Temeka Johnson,61,SEA,722,1,PHO,0,71,89,6,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,-1,,
Temeka Johnson,61,SEA,724,1,NYL,0,80,84,33,5,13,2,5,1,1,0,10,10,11,1,0,2,0,13,25,,
Temeka Johnson,61,SEA,726,1,LAS,0,69,77,19,3,6,1,1,2,2,1,5,6,4,0,0,2,2,9,14,,
Temeka Johnson,61,SEA,729,0,TUL,0,74,80,15,3,5,0,0,0,0,0,1,1,3,2,1,1,2,6,10,,
Temeka Johnson,61,SEA,731,1,IND,0,67,76,11,0,4,0,0,1,1,0,3,3,2,0,0,1,0,1,1,,
Temeka Johnson,61,SEA,803,1,SAN,1,71,65,13,2,7,0,1,0,0,0,2,2,1,0,0,0,0,4,2,,
Temeka Johnson,61,SEA,807,1,ATL,1,88,68,17,6,8,3,5,1,1,0,0,0,2,0,0,1,2,16,15,,
Temeka Johnson,61,SEA,810,1,TUL,1,74,68,13,1,7,0,2,1,1,2,5,7,3,1,0,1,1,3,7,,
Temeka Johnson,61,SEA,815,0,LAS,0,65,77,10,1,4,0,1,0,0,1,1,2,2,0,0,1,0,2,2,,
Temeka Johnson,61,SEA,817,1,PHO,0,65,78,9,1,3,0,1,0,0,0,1,1,2,1,0,1,0,2,3,,
Damiris Dantas,62,MIN,516,0,WAS,1,89,77,31,3,3,0,0,0,2,3,9,12,5,1,1,1,1,6,22,,
Damiris Dantas,62,MIN,518,1,CON,1,90,87,40,4,4,0,0,2,2,4,5,9,2,0,0,2,4,10,19,,
Damiris Dantas,62,MIN,523,0,TUL,1,94,93,31,2,5,0,0,4,6,1,4,5,1,0,0,1,3,8,8,,
Damiris Dantas,62,MIN,524,1,NYL,1,87,82,35,1,4,0,0,0,0,0,8,8,1,3,0,2,2,2,9,,
Damiris Dantas,62,MIN,526,0,CHI,1,75,72,23,1,5,0,0,0,0,2,5,7,2,0,0,0,3,2,7,,
Damiris Dantas,62,MIN,530,1,SAN,1,88,72,30,7,10,1,1,2,2,2,3,5,0,2,1,0,2,17,22,,
Damiris Dantas,62,MIN,601,0,SAN,1,87,79,18,2,5,0,0,0,0,2,5,7,5,0,0,1,4,4,12,,
Damiris Dantas,62,MIN,606,0,SEA,0,62,65,23,2,7,0,0,0,0,2,6,8,1,1,0,2,2,4,7,,
Damiris Dantas,62,MIN,608,0,LAS,1,85,72,35,6,9,0,0,3,4,6,5,11,1,0,0,0,1,15,23,,
Damiris Dantas,62,MIN,613,0,ATL,0,82,85,27,3,5,0,0,0,0,2,2,4,3,1,1,0,2,6,13,,
Damiris Dantas,62,MIN,615,1,PHO,0,72,80,29,4,9,0,0,2,2,6,6,12,0,1,0,0,1,10,18,,
Damiris Dantas,62,MIN,617,0,LAS,1,94,77,18,3,5,0,0,0,0,1,3,4,0,1,1,0,5,6,10,,
Damiris Dantas,62,MIN,618,0,PHO,0,79,92,23,3,5,0,0,0,0,1,1,2,2,0,0,0,2,6,8,,
Damiris Dantas,62,MIN,620,1,WAS,1,75,65,17,1,5,0,0,0,0,1,3,4,1,0,0,2,1,2,1,,
Damiris Dantas,62,MIN,622,1,IND,1,83,77,16,0,2,0,0,1,2,0,3,3,1,1,0,1,1,1,2,,
Damiris Dantas,62,MIN,627,0,SEA,0,71,81,26,5,9,0,0,2,2,2,1,3,0,1,1,1,3,12,12,,
Damiris Dantas,62,MIN,629,1,SEA,1,74,69,24,3,5,0,0,3,4,0,4,4,0,0,1,1,0,9,10,,
Damiris Dantas,62,MIN,703,1,SAN,1,91,84,28,4,6,0,0,4,4,0,3,3,4,1,0,0,4,12,18,,
Damiris Dantas,62,MIN,706,0,NYL,0,80,87,12,1,3,0,0,0,1,1,2,3,1,0,0,0,1,2,3,,
Damiris Dantas,62,MIN,708,1,LAS,1,83,72,22,0,2,0,0,0,0,0,3,3,1,0,2,0,1,0,4,,
Damiris Dantas,62,MIN,710,0,TUL,1,91,85,35,4,5,0,0,5,6,1,2,3,1,0,0,2,4,13,13,,
Damiris Dantas,62,MIN,713,1,SEA,1,77,60,23,3,8,0,0,2,2,1,2,3,0,0,0,2,1,8,4,,
Damiris Dantas,62,MIN,716,1,TUL,1,93,82,28,3,8,0,0,4,5,4,7,11,1,0,0,1,4,10,15,,
Damiris Dantas,62,MIN,722,1,ATL,1,112,108,7,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,,
Damiris Dantas,62,MIN,725,1,SAN,1,88,78,19,3,4,0,0,2,2,1,5,6,1,0,1,3,3,8,12,,
Damiris Dantas,62,MIN,727,0,CON,1,76,65,8,0,2,0,0,1,2,0,1,1,1,1,1,1,1,1,1,,
Damiris Dantas,62,MIN,731,1,PHO,1,75,67,2,0,0,0,0,0,0,0,1,1,0,0,0,1,2,0,0,,
Damiris Dantas,62,MIN,802,0,TUL,1,84,75,15,1,1,0,0,0,0,1,4,5,1,1,1,0,1,2,10,,
Damiris Dantas,62,MIN,805,0,IND,1,66,64,11,2,3,0,0,0,0,1,2,3,0,0,0,0,2,4,6,,
Damiris Dantas,62,MIN,807,1,CHI,1,74,64,3,0,0,0,0,1,2,0,1,1,0,0,0,0,1,1,1,,
Sugar Rodgers,63,NYL,516,0,CON,1,75,54,7,0,0,0,0,0,0,0,1,1,2,0,1,2,1,0,2,,
Sugar Rodgers,63,NYL,517,1,CHI,0,65,79,4,1,2,1,1,0,0,0,1,1,0,0,0,0,1,3,3,,
Sugar Rodgers,63,NYL,524,0,MIN,0,82,87,13,1,6,0,2,0,0,1,4,5,3,1,0,0,1,2,6,,
Sugar Rodgers,63,NYL,527,1,SEA,1,70,64,23,5,10,3,6,2,2,1,1,2,2,1,0,0,3,15,15,,
Sugar Rodgers,63,NYL,530,0,WAS,0,60,68,11,1,5,0,2,0,0,0,1,1,0,0,0,1,0,2,-2,,
Sugar Rodgers,63,NYL,531,0,IND,0,66,70,10,1,4,1,1,0,0,0,2,2,1,1,0,1,1,3,3,,
Sugar Rodgers,63,NYL,605,1,SAN,0,75,87,13,0,2,0,1,0,0,1,1,2,2,0,0,2,0,0,0,,
